종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"008260","NI스틸","KOSPI",,"5700","10","0.18","5690","6560","5630","23893188","145679559790","163020666900","28600117"
"004250","NPC","KOSPI",,"4460","120","2.76","4310","4470","4300","211261","932794980","163771200000","36720000"
"004255","NPC우","KOSPI",,"2725","35","1.30","2730","2730","2690","11296","30536395","14388000000","5280000"
"010060","OCI","KOSPI",,"126000","-8500","-6.32","137000","137500","125000","813959","105029545000","3005020746000","23849371"
"005490","POSCO","KOSPI",,"373000","500","0.13","376000","387000","372500","629282","239098535000","32520689455000","87186835"
"010950","S-Oil","KOSPI",,"88000","-500","-0.56","88200","89000","86600","802379","70641459600","9907285696000","112582792"
"010955","S-Oil우","KOSPI",,"51000","0","0.00","51200","51400","49700","39790","2022646850","205118277000","4021927"
"034120","SBS","KOSPI",,"26000","650","2.56","25350","26300","25000","161203","4175370000","474567132000","18252582"
"101060","SBS미디어홀딩스","KOSPI",,"2060","20","0.98","2065","2065","2030","67734","138918950","288186151400","139896190"
"005090","SGC에너지","KOSPI",,"45600","0","0.00","45650","46100","44400","130084","5907269450","669271382400","14677004"
"001380","SG글로벌","KOSPI",,"3970","-160","-3.87","4175","4360","3965","2681079","11212034625","178507647710","44964143"
"004060","SG세계물산","KOSPI",,"755","5","0.67","751","761","737","880321","662868510","152830844800","202424960"
"002360","SH에너지화학","KOSPI",,"1045","20","1.95","1020","1055","1010","2130859","2209163585","116134747850","111133730"
"009160","SIMPAC","KOSPI",,"4185","90","2.20","4105","4260","4105","172777","726233535","273822524460","65429516"
"123700","SJM","KOSPI",,"4330","-15","-0.35","4345","4345","3945","88097","371955610","67569208340","15604898"
"025530","SJM홀딩스","KOSPI",,"3845","-50","-1.28","3860","3865","3815","13780","52909090","57421260760","14934008"
"034730","SK","KOSPI",,"284000","4500","1.61","280000","288000","278000","259674","73782720000","19982324348000","70360297"
"011790","SKC","KOSPI",,"142000","6500","4.80","135000","144000","132000","471127","65556740000","5377298316000","37868298"
"018670","SK가스","KOSPI",,"102000","1500","1.49","100500","102000","100000","8836","893719500","941484888000","9230244"
"001740","SK네트웍스","KOSPI",,"5380","60","1.13","5390","5430","5320","584820","3139247620","1335249540860","248187647"
"001745","SK네트웍스우","KOSPI",,"131000","0","0.00","130000","131000","129000","581","75413000","14887888000","113648"
"006120","SK디스커버리","KOSPI",,"58600","100","0.17","58300","59000","57800","55648","3237835300","1115618303000","19037855"
"006125","SK디스커버리우","KOSPI",,"42500","-400","-0.93","42900","43150","42100","11270","480468950","57734337500","1358455"
"210980","SK디앤디","KOSPI",,"37050","-700","-1.85","38150","38150","36850","61535","2293587700","703585576200","18990164"
"068400","SK렌터카","KOSPI",,"11350","-100","-0.87","11450","11500","11150","113591","1281585750","536694284000","47285840"
"302440","SK바이오사이언스","KOSPI",,"150500","-13000","-7.95","157500","160500","146000","1864655","285567313000","11513250000000","76500000"
"326030","SK바이오팜","KOSPI",,"111500","-3500","-3.04","115000","115000","111000","315054","35413609500","8731927375000","78313250"
"03473K","SK우","KOSPI",,"259000","-500","-0.19","258500","262000","255000","4711","1220969500","146628965000","566135"
"096770","SK이노베이션","KOSPI",,"275000","5000","1.85","271000","282500","270500","1215321","337356233000","25428030100000","92465564"
"096775","SK이노베이션우","KOSPI",,"193000","500","0.26","193000","198000","191000","23009","4487535500","240946218000","1248426"
"001510","SK증권","KOSPI",,"1035","15","1.47","1030","1035","998","11066348","11277733984","489130826985","472590171"
"001515","SK증권우","KOSPI",,"5500","-130","-2.31","5600","5600","5400","54401","298355900","21518827000","3912514"
"285130","SK케미칼","KOSPI",,"268000","-16500","-5.80","284000","284000","266500","208925","56680590500","3149374128000","11751396"
"28513K","SK케미칼우","KOSPI",,"126000","-4500","-3.45","131000","131000","121500","25340","3178191000","183792420000","1458670"
"017670","SK텔레콤","KOSPI",,"303500","-12500","-3.96","314000","315500","302000","288747","88561359500","24506323288500","80745711"
"000660","SK하이닉스","KOSPI",,"130000","0","0.00","132000","133000","129000","3738266","487221837000","94640307450000","728002365"
"064960","SNT모티브","KOSPI",,"61700","3200","5.47","58700","62500","57700","201584","12268060800","902247491200","14623136"
"100840","SNT에너지","KOSPI",,"18750","600","3.31","18050","18800","18000","73956","1366096450","140750831250","7506711"
"003570","SNT중공업","KOSPI",,"8220","20","0.24","8210","8540","8170","122265","1020420190","273337169340","33252697"
"036530","SNT홀딩스","KOSPI",,"18350","250","1.38","18100","18650","17950","37240","682331900","299176308100","16303886"
"005610","SPC삼립","KOSPI",,"71100","-700","-0.97","71600","72400","71000","16794","1199334500","613522539900","8629009"
"011810","STX","KOSPI",,"7690","190","2.53","7350","7970","7300","582494","4436242520","151699876380","19726902"
"077970","STX엔진","KOSPI",,"15000","700","4.90","14050","15000","14050","538546","7848774750","345133560000","23008904"
"071970","STX중공업","KOSPI",,"6480","1040","19.12","5460","6600","5460","7448247","45714538740","183811524480","28365976"
"002820","SUN&L","KOSPI",,"7200","-10","-0.14","7210","7260","7000","56435","399906900","90777520800","12607989"
"084870","TBH글로벌","KOSPI",,"1895","-60","-3.07","1935","1940","1895","73965","141368730","39523672005","20856819"
"002710","TCC스틸","KOSPI",,"5260","405","8.34","4855","5300","4855","4224297","21884397460","123610000000","23500000"
"002900","TYM","KOSPI",,"1645","-25","-1.50","1675","1685","1615","2144347","3534331075","225163594425","136877565"
"024070","WISCOM","KOSPI",,"4450","40","0.91","4405","4610","4265","373744","1665314940","68202649100","15326438"
"037270","YG PLUS","KOSPI",,"5880","30","0.51","5870","5940","5760","636250","3743940270","372964930800","63429410"
"000500","가온전선","KOSPI",,"28900","900","3.21","28100","29800","27900","290846","8419381950","120234028300","4160347"
"000860","강남제비스코","KOSPI",,"29150","-200","-0.68","29400","29700","28600","27453","803226750","189475000000","6500000"
"035250","강원랜드","KOSPI",,"24950","50","0.20","25000","25250","24800","798269","19987606000","5337815475000","213940500"
"011420","갤럭시아에스엠","KOSPI",,"1950","-25","-1.27","1955","1970","1900","305059","590090810","53721805800","27549644"
"002100","경농","KOSPI",,"14400","0","0.00","14400","14750","14250","174110","2526451350","312361200000","21691750"
"009450","경동나비엔","KOSPI",,"54800","-400","-0.72","55200","55500","53900","90041","4927021500","745539204000","13604730"
"267290","경동도시가스","KOSPI",,"22800","150","0.66","22600","22800","22000","50016","1131503750","134415256800","5895406"
"012320","경동인베스트","KOSPI",,"43200","-950","-2.15","44150","44150","42850","8964","388191800","102168993600","2365023"
"000050","경방","KOSPI",,"13150","-300","-2.23","13450","13550","13150","32462","429920550","360510800500","27415270"
"214390","경보제약","KOSPI",,"14000","-1000","-6.67","14200","14300","13650","1078560","15080098150","334696040000","23906860"
"012610","경인양행","KOSPI",,"6900","-70","-1.00","6970","7020","6870","165676","1148371220","285910918500","41436365"
"009140","경인전자","KOSPI",,"31150","2150","7.41","28550","32350","28550","26828","818087000","48930326550","1570797"
"013580","계룡건설","KOSPI",,"35650","1150","3.33","34500","36400","33750","199332","7080502600","318386834550","8930907"
"012200","계양전기","KOSPI",,"4430","-105","-2.32","4540","4590","4430","181498","813430255","144418000000","32600000"
"012205","계양전기우","KOSPI",,"7700","0","0.00","7800","7800","7700","7183","55471340","10780000000","1400000"
"002140","고려산업","KOSPI",,"4275","-25","-0.58","4350","4440","4180","233723","1010658690","106616041875","24939425"
"010130","고려아연","KOSPI",,"454500","27500","6.44","424000","464000","422500","313326","141303548500","8576415000000","18870000"
"002240","고려제강","KOSPI",,"28250","1100","4.05","27300","28350","26800","303852","8410491100","649750000000","23000000"
"009290","광동제약","KOSPI",,"9120","20","0.22","9100","9150","9020","114028","1035324150","478078161120","52420851"
"017040","광명전기","KOSPI",,"2630","35","1.35","2620","2670","2560","674180","1769890040","113977927450","43337615"
"017900","광전자","KOSPI",,"2385","-5","-0.21","2395","2430","2355","181435","434324065","138195874755","57943763"
"037710","광주신세계","KOSPI",,"173000","0","0.00","173000","175000","172500","2160","375301500","276800000000","1600000"
"030610","교보증권","KOSPI",,"8360","-50","-0.59","8410","8430","8220","162296","1354042910","540501554560","64653296"
"339770","교촌에프앤비","KOSPI",,"19800","400","2.06","19650","20000","19450","157948","3122847100","494654292000","24982540"
"007690","국도화학","KOSPI",,"86300","3300","3.98","84300","88700","83900","143909","12452021300","501456160800","5810616"
"005320","국동","KOSPI",,"3830","85","2.27","3735","3845","3705","482157","1829173385","200750480270","52415269"
"001140","국보","KOSPI",,"2010","-65","-3.13","2080","2110","1915","1030184","2062491680","107959037640","53710964"
"002720","국제약품","KOSPI",,"7680","-20","-0.26","7720","7750","7530","60033","459398830","148040371200","19276090"
"083420","그린케미칼","KOSPI",,"12650","-200","-1.56","12850","13050","12500","305441","3896873350","303600000000","24000000"
"014530","극동유화","KOSPI",,"5570","-160","-2.79","5730","5740","5490","1268441","7084954700","194222669400","34869420"
"014280","금강공업","KOSPI",,"6530","-70","-1.06","6630","6790","6330","328444","2137895770","189510479890","29021513"
"014285","금강공업우","KOSPI",,"13700","500","3.79","13200","13950","13200","5163","70722250","8081287500","589875"
"008870","금비","KOSPI",,"73000","-500","-0.68","73400","74200","71200","6371","463443000","73000000000","1000000"
"001570","금양","KOSPI",,"5080","-110","-2.12","5200","5300","4910","463261","2342418105","242900768960","47815112"
"002990","금호건설","KOSPI",,"10250","-50","-0.49","10300","10400","10000","299031","3058781900","375497721000","36633924"
"002995","금호건설우","KOSPI",,"36100","-50","-0.14","36250","36250","35500","1627","58309700","10550802600","292266"
"011780","금호석유","KOSPI",,"257500","-500","-0.19","262500","266500","257000","451324","117684950000","7845430432500","30467691"
"011785","금호석유우","KOSPI",,"107500","1500","1.42","108000","109500","104500","28513","3058447000","325024745000","3023486"
"214330","금호에이치티","KOSPI",,"2475","135","5.77","2325","2475","2310","3439716","8335291300","310012710975","125257661"
"001210","금호전기","KOSPI",,"2815","-30","-1.05","2820","2860","2775","62371","175520360","35000015370","12433398"
"073240","금호타이어","KOSPI",,"3980","15","0.38","3940","4005","3935","405549","1610590325","1143295942260","287260287"
"092440","기신정기","KOSPI",,"5190","-40","-0.76","5170","5270","5080","195000","1009276170","151548000000","29200000"
"000270","기아","KOSPI",,"79300","-2100","-2.58","81200","81300","79300","3276054","261895874600","32145313417100","405363347"
"024110","기업은행","KOSPI",,"9510","-80","-0.83","9650","9730","9500","2944162","28254445860","7024698063600","738664360"
"013700","까뮤이앤씨","KOSPI",,"2705","0","0.00","2720","2775","2665","1406457","3816606370","122136917400","45152280"
"004540","깨끗한나라","KOSPI",,"6420","-280","-4.18","6680","6700","6390","923202","6030129080","239085249060","37240693"
"004545","깨끗한나라우","KOSPI",,"34600","-1400","-3.89","35500","36400","34500","16714","586172050","12669136000","366160"
"001260","남광토건","KOSPI",,"15350","50","0.33","15300","15600","14550","104490","1578138400","150873630350","9828901"
"008350","남선알미늄","KOSPI",,"3930","10","0.26","3950","3975","3880","1100962","4314395970","433003823700","110179090"
"008355","남선알미우","KOSPI",,"38450","400","1.05","38000","39000","38000","1637","63181350","11838370500","307890"
"004270","남성","KOSPI",,"3805","-75","-1.93","3900","3925","3780","460145","1772951665","137787268800","36212160"
"003920","남양유업","KOSPI",,"321500","2000","0.63","318500","327000","318500","2790","898120500","231480000000","720000"
"003925","남양유업우","KOSPI",,"151500","500","0.33","151000","151500","150000","784","118221500","25249293000","166662"
"025860","남해화학","KOSPI",,"9340","130","1.41","9230","9350","9080","519477","4814924350","464000393620","49678843"
"005720","넥센","KOSPI",,"5070","-10","-0.20","5040","5120","5010","133838","676363570","271467963390","53543977"
"005725","넥센우","KOSPI",,"3435","55","1.63","3400","3465","3400","6698","22963355","12368061000","3600600"
"002350","넥센타이어","KOSPI",,"9000","-10","-0.11","8990","9300","8970","343278","3128830190","879010893000","97667877"
"002355","넥센타이어1우B","KOSPI",,"3555","15","0.42","3545","3560","3540","6145","21837575","23107500000","6500000"
"003580","넥스트사이언스","KOSPI",,"20450","0","0.00","0","0","0","0","0","714963247600","34961528"
"251270","넷마블","KOSPI",,"132500","500","0.38","134000","135500","131000","243947","32472872500","11388839015000","85953502"
"090350","노루페인트","KOSPI",,"13050","-550","-4.04","13400","13550","12800","528947","6932447600","261000000000","20000000"
"090355","노루페인트우","KOSPI",,"26000","950","3.79","23900","27300","23900","127684","3258764250","12041276000","463126"
"000320","노루홀딩스","KOSPI",,"14950","350","2.40","14600","15000","14200","155993","2290836500","198702707450","13291151"
"000325","노루홀딩스우","KOSPI",,"62500","14400","29.94","48100","62500","48100","105219","5917083200","11578125000","185250"
"006280","녹십자","KOSPI",,"345000","-24500","-6.63","367500","369000","341000","235229","82669566500","4031855610000","11686538"
"005250","녹십자홀딩스","KOSPI",,"37050","-1250","-3.26","37950","38450","37000","322684","12112700900","1742395180500","47028210"
"005257","녹십자홀딩스2우","KOSPI",,"92100","-2500","-2.64","95900","95900","91900","2423","225392500","77915679000","845990"
"004370","농심","KOSPI",,"284500","500","0.18","285000","286000","282500","20857","5913047000","1730511649000","6082642"
"072710","농심홀딩스","KOSPI",,"79500","-100","-0.13","79300","79800","78300","5899","465716400","368704305000","4637790"
"058730","다스코","KOSPI",,"5250","-50","-0.94","5300","5310","5150","86777","454323370","85575000000","16300000"
"023590","다우기술","KOSPI",,"27150","-50","-0.18","27050","27400","26550","194147","5261796000","1218128651550","44866617"
"019680","대교","KOSPI",,"4370","-10","-0.23","4380","4540","4200","829983","3638973160","370151454500","84702850"
"019685","대교우B","KOSPI",,"3175","145","4.79","3150","3690","3050","1983667","6661288490","61680693250","19426990"
"006370","대구백화점","KOSPI",,"10800","-200","-1.82","11000","11000","10700","7346","79235500","116873398800","10821611"
"008060","대덕","KOSPI",,"7240","-10","-0.14","7290","7330","7110","266446","1921737440","245364686000","33890150"
"00806K","대덕1우","KOSPI",,"11850","350","3.04","11750","11850","11000","127151","1459787050","14366430450","1212357"
"353200","대덕전자","KOSPI",,"15750","400","2.61","15750","16150","15350","1293181","20329185000","778316568750","49416925"
"35320K","대덕전자1우","KOSPI",,"14200","500","3.65","13700","14200","13350","201560","2805707150","29756369800","2095519"
"000490","대동","KOSPI",,"11050","-300","-2.64","11450","11550","10950","380004","4250256050","262196720500","23728210"
"008110","대동전자","KOSPI",,"8770","-290","-3.20","9060","9230","8770","91282","821705130","92001220190","10490447"
"005750","대림B&Co","KOSPI",,"7430","-60","-0.80","7490","7530","7200","126136","931865000","123874743200","16672240"
"006570","대림통상","KOSPI",,"4040","70","1.76","3990","4040","3935","15284","60850010","61509000000","15225000"
"001680","대상","KOSPI",,"26150","-350","-1.32","26650","26750","26150","208886","5503968850","906045853750","34648025"
"001685","대상우","KOSPI",,"21100","250","1.20","21250","23300","20650","159994","3489348500","28911705300","1370223"
"084690","대상홀딩스","KOSPI",,"11450","0","0.00","11400","11900","11350","312715","3616039850","414633560100","36212538"
"084695","대상홀딩스우","KOSPI",,"16350","3750","29.76","13300","16350","13100","839945","13261225400","14935430700","913482"
"128820","대성산업","KOSPI",,"4705","-50","-1.05","4740","4845","4615","224422","1066707900","212832923990","45235478"
"117580","대성에너지","KOSPI",,"5690","-20","-0.35","5660","5750","5630","48991","278077890","156475000000","27500000"
"016710","대성홀딩스","KOSPI",,"32850","-650","-1.94","33050","33600","32850","21938","725697400","528538728150","16089459"
"003540","대신증권","KOSPI",,"19100","-400","-2.05","19450","19700","19000","207373","4005690550","969771940000","50773400"
"003547","대신증권2우B","KOSPI",,"15850","-550","-3.35","16400","16550","15750","72923","1171188450","158500000000","10000000"
"003545","대신증권우","KOSPI",,"16100","-750","-4.45","16900","17000","16000","305898","4997772850","418600000000","26000000"
"009190","대양금속","KOSPI",,"4650","-25","-0.53","4630","4865","4525","2084749","9821937255","137481616350","29565939"
"014160","대영포장","KOSPI",,"2890","45","1.58","2815","3000","2765","4724055","13690181195","313260246610","108394549"
"047040","대우건설","KOSPI",,"7690","500","6.95","7380","8000","7280","27493195","211857615940","3196138086220","415622638"
"009320","대우부품","KOSPI",,"2525","5","0.20","2510","2535","2490","274539","690279280","120307096875","47646375"
"042660","대우조선해양","KOSPI",,"34700","2550","7.93","32400","35600","32150","1694175","57989828150","3722986214300","107290669"
"003090","대웅","KOSPI",,"38150","1050","2.83","37400","39450","36800","1274995","49012674750","2218116537000","58141980"
"069620","대웅제약","KOSPI",,"140500","-2500","-1.75","143000","145000","140500","82845","11854202500","1627913787500","11586575"
"000430","대원강업","KOSPI",,"4260","-55","-1.27","4315","4325","4220","244707","1044007435","264120000000","62000000"
"006340","대원전선","KOSPI",,"1515","-10","-0.66","1525","1540","1480","602367","912378725","107590705005","71016967"
"006345","대원전선우","KOSPI",,"2965","20","0.68","2945","3030","2945","23196","69795985","7771858000","2621200"
"003220","대원제약","KOSPI",,"16900","-400","-2.31","17450","17500","16700","144983","2472734350","358699508700","21224823"
"024890","대원화성","KOSPI",,"2770","-20","-0.72","2850","2980","2760","1614686","4648975980","114260151040","41249152"
"002880","대유에이텍","KOSPI",,"1305","-5","-0.38","1315","1320","1280","1420892","1847675360","140170758615","107410543"
"000300","대유플러스","KOSPI",,"1155","45","4.05","1130","1180","1085","7415340","8470308200","137393171685","118955127"
"012800","대창","KOSPI",,"2610","35","1.36","2580","2710","2500","13820223","36191849725","237876702390","91140499"
"015230","대창단조","KOSPI",,"8480","0","0.00","8480","8530","8230","145702","1223323780","121146255200","14286115"
"001070","대한방직","KOSPI",,"44300","100","0.23","44200","44500","43500","3971","175014100","234790000000","5300000"
"006650","대한유화","KOSPI",,"315500","-21000","-6.24","336000","342500","314000","226488","72903049000","2050750000000","6500000"
"001440","대한전선","KOSPI",,"1145","15","1.33","1130","1165","1120","7078117","8092348970","980661595305","856473009"
"084010","대한제강","KOSPI",,"20750","350","1.72","20600","21350","20150","666772","13821061300","511419730500","24646734"
"001790","대한제당","KOSPI",,"3950","205","5.47","3975","4790","3800","11311293","48189487205","177150745500","44848290"
"001795","대한제당우","KOSPI",,"5210","840","19.22","5400","5680","4820","4298921","23267662690","16887589800","3241380"
"001130","대한제분","KOSPI",,"158500","0","0.00","158500","160000","157000","11757","1861899000","267865000000","1690000"
"003490","대한항공","KOSPI",,"26350","-300","-1.13","26650","26850","26300","1618634","42880333700","9165078738750","347820825"
"003495","대한항공우","KOSPI",,"38950","-250","-0.64","39250","39900","38850","8044","314179800","43265426300","1110794"
"005880","대한해운","KOSPI",,"3520","95","2.77","3470","3550","3355","9416953","32747218020","859834236800","244271090"
"003830","대한화섬","KOSPI",,"136000","-2500","-1.81","138500","142000","135000","1210","164499000","180608000000","1328000"
"016090","대현","KOSPI",,"2610","-35","-1.32","2625","2700","2585","1324896","3500825440","115576829100","44282310"
"069460","대호에이엘","KOSPI",,"2585","-75","-2.82","2660","2715","2580","536265","1403084570","72137338295","27906127"
"192080","더블유게임즈","KOSPI",,"64700","0","0.00","64800","66200","63900","78294","5094698000","1188830279400","18374502"
"012510","더존비즈온","KOSPI",,"85000","-1800","-2.07","86800","87100","84100","146495","12487497500","2578956185000","30340661"
"004830","덕성","KOSPI",,"23000","0","0.00","22350","24800","21600","3986121","93573518200","360640000000","15680000"
"004835","덕성우","KOSPI",,"50700","5100","11.18","44650","56400","42950","2751197","139930395500","70574400000","1392000"
"024900","덕양산업","KOSPI",,"3640","110","3.12","3530","3730","3400","1209860","4341924330","118536527200","32564980"
"145720","덴티움","KOSPI",,"61200","-1000","-1.61","62200","62700","60400","40289","2467259600","677412396000","11068830"
"002150","도화엔지니어링","KOSPI",,"9290","-150","-1.59","9440","9510","9100","172137","1602319010","313258800000","33720000"
"001230","동국제강","KOSPI",,"26000","150","0.58","26450","27850","26000","4795844","128329133650","2481251162000","95432737"
"023450","동남합성","KOSPI",,"52100","100","0.19","52000","52100","51100","2413","124909000","188081000000","3610000"
"004140","동방","KOSPI",,"7110","790","12.50","6360","7670","6340","56171643","404055133890","284199256260","39971766"
"007590","동방아그로","KOSPI",,"7060","-150","-2.08","7200","7240","6620","89694","632490870","96140093620","13617577"
"005960","동부건설","KOSPI",,"12800","-400","-3.03","13300","13300","12700","321507","4155117250","290642009600","22706407"
"005965","동부건설우","KOSPI",,"26500","-750","-2.75","27250","27250","26300","2564","68555050","5981898000","225732"
"026960","동서","KOSPI",,"31950","-100","-0.31","32000","32500","31600","105846","3382903950","3185415000000","99700000"
"002210","동성제약","KOSPI",,"11650","-50","-0.43","11700","11800","11600","127015","1483252450","304076300500","26100970"
"102260","동성케미컬","KOSPI",,"6400","-150","-2.29","6560","6640","6360","372539","2407626630","318014259200","49689728"
"000640","동아쏘시오홀딩스","KOSPI",,"126500","4000","3.27","122500","127000","117000","82165","10061350000","778651269000","6155346"
"170900","동아에스티","KOSPI",,"84000","-3100","-3.56","85900","86400","83400","81375","6847125000","709284912000","8443868"
"028100","동아지질","KOSPI",,"17900","-350","-1.92","18200","18400","17700","135009","2435341700","205850000000","11500000"
"282690","동아타이어","KOSPI",,"11800","0","0.00","11800","11950","11600","40622","478011500","162049577000","13733015"
"001520","동양","KOSPI",,"1445","-25","-1.70","1475","1490","1440","819581","1194737655","344898471035","238684063"
"001527","동양2우B","KOSPI",,"13450","-300","-2.18","13900","13900","13300","2452","33395950","4150253050","308569"
"001529","동양3우B","KOSPI",,"25400","-1000","-3.79","27000","27000","25400","1981","52060200","2278938800","89722"
"084670","동양고속","KOSPI",,"24000","0","0.00","23950","24050","23900","2368","56826950","69493656000","2895569"
"082640","동양생명","KOSPI",,"4710","-40","-0.84","4785","4790","4675","132944","629521230","759998935350","161358585"
"001525","동양우","KOSPI",,"7260","0","0.00","7260","7260","7190","4029","29050680","4484727060","617731"
"008970","동양철관","KOSPI",,"1650","215","14.98","1470","1780","1465","96780230","160555303950","196160728500","118885290"
"092780","동양피스톤","KOSPI",,"5560","-40","-0.71","5570","5650","5510","50543","280586470","73216637600","13168460"
"049770","동원F&B","KOSPI",,"200500","1500","0.75","198500","201000","196000","12339","2462153000","773754362000","3859124"
"018500","동원금속","KOSPI",,"1110","-20","-1.77","1130","1140","1100","570250","637711245","51897975630","46754933"
"006040","동원산업","KOSPI",,"271000","3500","1.31","269500","271500","263500","3370","901123000","996640711000","3677641"
"030720","동원수산","KOSPI",,"8930","-10","-0.11","8940","9030","8800","41192","365770850","41558478650","4653805"
"014820","동원시스템즈","KOSPI",,"43800","-1250","-2.77","45050","45800","43050","119852","5245205650","1122090781800","25618511"
"014825","동원시스템즈우","KOSPI",,"37200","550","1.50","36450","37400","36450","820","30416300","9871317600","265358"
"163560","동일고무벨트","KOSPI",,"9780","-370","-3.65","10300","10300","9770","244934","2443675940","135942000000","13900000"
"004890","동일산업","KOSPI",,"90500","1500","1.69","89300","90700","88800","9918","890394400","219481957500","2425215"
"002690","동일제강","KOSPI",,"4045","205","5.34","3840","4280","3840","3645704","14913047300","60675000000","15000000"
"000020","동화약품","KOSPI",,"15350","-450","-2.85","15750","15800","15250","249142","3847824800","428748064500","27931470"
"000150","두산","KOSPI",,"64200","2600","4.22","61100","65000","60100","412950","26113645200","1060830207000","16523835"
"000157","두산2우B","KOSPI",,"74900","-7100","-8.66","78000","81600","72600","52984","4024570800","66888546200","893038"
"241560","두산밥캣","KOSPI",,"46250","-1400","-2.94","47800","49100","46250","326544","15361816050","4636523927500","100249166"
"000155","두산우","KOSPI",,"46500","900","1.97","44950","47200","44100","75393","3447440050","185835483000","3996462"
"042670","두산인프라코어","KOSPI",,"10900","-100","-0.91","11000","11100","10700","3303597","36073584950","2423122472600","222304814"
"034020","두산중공업","KOSPI",,"14150","-100","-0.70","14350","14400","13900","3502112","49724756500","5978111597750","422481385"
"336260","두산퓨얼셀","KOSPI",,"44550","-1350","-2.94","45850","46750","44450","1292408","58596438400","2917745493300","65493726"
"33626K","두산퓨얼셀1우","KOSPI",,"14750","250","1.72","14650","14850","14550","55705","818520200","197121950000","13364200"
"33626L","두산퓨얼셀2우B","KOSPI",,"18100","50","0.28","18150","18400","17850","17691","318659000","54052030000","2986300"
"016740","두올","KOSPI",,"4655","-100","-2.10","4750","4765","4655","315022","1479645505","125995395400","27066680"
"192650","드림텍","KOSPI",,"9990","-160","-1.58","10150","10250","9960","367120","3687525170","652195661490","65284851"
"024090","디씨엠","KOSPI",,"15700","-300","-1.88","16200","16200","15650","28229","446947500","183690000000","11700000"
"003160","디아이","KOSPI",,"7750","-90","-1.15","7830","7900","7600","204659","1582791540","244100083750","31496785"
"092200","디아이씨","KOSPI",,"4635","235","5.34","4570","4635","4375","3950952","18080017195","180248517315","38888569"
"013570","디와이","KOSPI",,"5730","-90","-1.55","5820","5870","5610","194463","1114128720","150811497090","26319633"
"210540","디와이파워","KOSPI",,"20000","-200","-0.99","20250","20450","19350","180230","3556346800","220834160000","11041708"
"007340","디티알오토모티브","KOSPI",,"32000","-400","-1.23","32450","33300","31850","43944","1424434700","319808160000","9994005"
"026890","디피씨","KOSPI",,"14200","-100","-0.70","14300","14650","14150","1380763","19879736100","591830085000","41678175"
"115390","락앤락","KOSPI",,"15600","100","0.65","15500","15700","15400","104456","1620798300","826919152800","53007638"
"032350","롯데관광개발","KOSPI",,"18000","200","1.12","17850","18150","17650","392199","7019829600","1246961916000","69275662"
"330590","롯데리츠","KOSPI",,"5390","-10","-0.19","5410","5430","5380","422167","2278975340","1309602284760","242968884"
"000400","롯데손해보험","KOSPI",,"1865","-5","-0.27","1865","1880","1835","457806","849436760","578777236800","310336320"
"023530","롯데쇼핑","KOSPI",,"123500","2000","1.65","121500","124000","119500","113791","13814892500","3493661242500","28288755"
"004000","롯데정밀화학","KOSPI",,"70300","800","1.15","69500","71500","67900","422536","29643996900","1813740000000","25800000"
"286940","롯데정보통신","KOSPI",,"38050","200","0.53","38000","38450","37400","19512","740571550","585830394550","15396331"
"280360","롯데제과","KOSPI",,"138000","1500","1.10","136500","139500","134500","18974","2597991500","885506946000","6416717"
"004990","롯데지주","KOSPI",,"36800","1250","3.52","36100","37450","36000","695067","25686172400","3860659921600","104909237"
"00499K","롯데지주우","KOSPI",,"62000","300","0.49","61700","62500","61700","1022","63566600","61232626000","987623"
"005300","롯데칠성","KOSPI",,"144000","8500","6.27","136000","149000","134000","137422","19644270500","1292417712000","8975123"
"005305","롯데칠성우","KOSPI",,"79500","3900","5.16","76000","83500","75400","19820","1569431400","61637145000","775310"
"011170","롯데케미칼","KOSPI",,"307500","4000","1.32","306500","309500","302000","322709","99038126000","10539691342500","34275419"
"002270","롯데푸드","KOSPI",,"391000","500","0.13","390500","392000","385500","2946","1145264000","442561170000","1131870"
"071840","롯데하이마트","KOSPI",,"38900","50","0.13","38850","39500","38450","34815","1352730900","918339996800","23607712"
"027740","마니커","KOSPI",,"740","-11","-1.46","751","758","725","2332304","1730025929","146869719560","198472594"
"204320","만도","KOSPI",,"59400","-1900","-3.10","61100","61300","59400","623594","37282951500","2789252928000","46957120"
"001080","만호제강","KOSPI",,"24350","-850","-3.37","25150","25900","24100","51455","1272527700","101052500000","4150000"
"088980","맥쿼리인프라","KOSPI",,"12050","-50","-0.41","12050","12100","12000","635948","7650456700","4484919444250","372192485"
"094800","맵스리얼티1","KOSPI",,"4840","45","0.94","4750","4840","4750","115944","556460235","449318162040","92834331"
"138040","메리츠금융지주","KOSPI",,"17150","0","0.00","17250","17300","16850","123892","2118126950","2298293692100","134011294"
"008560","메리츠증권","KOSPI",,"4710","-125","-2.59","4820","4865","4705","1749186","8383535980","3183779734170","675961727"
"000060","메리츠화재","KOSPI",,"19550","-250","-1.26","19700","19850","19350","246894","4845641150","2358218750000","120625000"
"090370","메타랩스","KOSPI",,"1150","-10","-0.86","1160","1175","1140","415770","479278450","73770346050","64148127"
"017180","명문제약","KOSPI",,"5840","-170","-2.83","6000","6040","5800","587984","3460948200","198288171360","33953454"
